Date,SPY,VIXCLS,T10Y2Y,T10Y3M,sret
2010-11-09,92.055389,19.080000,2.260000,2.590000,-0.007210
2010-11-10,92.426338,18.470000,2.210000,2.520000,0.004022
2010-11-11,92.078094,18.640000,2.210000,2.520000,-0.003775
2010-11-12,90.988075,20.610000,2.250000,2.630000,-0.011909
2010-11-15,90.859360,20.200000,2.390000,2.780000,-0.001416
2010-11-16,89.443802,22.580000,2.340000,2.700000,-0.015702
2010-11-17,89.489258,21.760000,2.390000,2.750000,0.000508
2010-11-18,90.806374,18.750000,2.380000,2.750000,0.014611
2010-11-19,91.056198,18.040000,2.360000,2.740000,0.002747
2010-11-22,90.980469,18.370000,2.310000,2.650000,-0.000832
2010-11-23,89.663330,20.630000,2.320000,2.620000,-0.014583
2010-11-24,90.988075,19.560000,2.400000,2.770000,0.014667
2010-11-26,89.928291,22.220000,2.360000,2.710000,-0.011716
2010-11-29,90.200806,21.530000,2.320000,2.660000,0.003026
2010-11-30,89.693642,23.540000,2.360000,2.640000,-0.005638
2010-12-01,91.601196,21.360000,2.440000,2.810000,0.021044
2010-12-02,92.774536,19.390000,2.460000,2.850000,0.012728
2010-12-03,93.024323,18.010000,2.540000,2.890000,0.002689
2010-12-06,92.925888,18.020000,2.530000,2.800000,-0.001059
2010-12-07,92.978889,17.990000,2.610000,3.010000,0.000570
2010-12-08,93.319534,17.740000,2.630000,3.110000,0.003657
2010-12-09,93.682884,17.250000,2.590000,3.090000,0.003886
2010-12-10,94.227905,17.610000,2.680000,3.190000,0.005801
2010-12-13,94.288475,17.550000,2.680000,3.140000,0.000643
2010-12-14,94.371742,17.610000,2.830000,3.340000,0.000883
2010-12-15,93.940262,17.940000,2.850000,3.390000,-0.004583
2010-12-16,94.485268,17.390000,2.810000,3.340000,0.005785
2010-12-17,94.586479,16.110000,2.720000,3.220000,0.001071
2010-12-20,94.814751,16.410000,2.740000,3.220000,0.002410
2010-12-21,95.415924,16.490000,2.720000,3.210000,0.006320
2010-12-22,95.712692,15.450000,2.710000,3.220000,0.003105
2010-12-23,95.575706,16.470000,2.740000,3.270000,-0.001432
2010-12-27,95.613762,17.670000,2.650000,3.190000,0.000398
2010-12-28,95.750740,17.520000,2.750000,3.350000,0.001432
2010-12-29,95.819229,17.280000,2.710000,3.220000,0.000715
2010-12-30,95.667038,17.520000,2.720000,3.260000,-0.001590
2010-12-31,95.689873,17.750000,2.690000,3.180000,0.000239
2011-01-03,96.679115,17.610000,2.750000,3.210000,0.010285
2011-01-04,96.625824,17.380000,2.730000,3.220000,-0.000551
2011-01-05,97.128075,17.020000,2.790000,3.360000,0.005184
2011-01-06,96.937820,17.400000,2.760000,3.290000,-0.001961
2011-01-07,96.747574,17.140000,2.740000,3.200000,-0.001964
2011-01-10,96.625824,17.540000,2.730000,3.170000,-0.001259
2011-01-11,96.968262,16.890000,2.770000,3.220000,0.003538
2011-01-12,97.843330,16.240000,2.790000,3.250000,0.008984
2011-01-13,97.683578,16.390000,2.750000,3.190000,-0.001634
2011-01-14,98.391235,15.460000,2.760000,3.200000,0.007218
2011-01-18,98.558632,15.870000,2.790000,3.230000,0.001700
2011-01-19,97.592255,17.310000,2.770000,3.210000,-0.009853
2011-01-20,97.462875,17.990000,2.820000,3.310000,-0.001327
2011-01-21,97.683578,18.470000,2.810000,3.280000,0.002262
2011-01-24,98.239082,17.650000,2.780000,3.270000,0.005671
2011-01-25,98.292328,17.590000,2.730000,3.190000,0.000542
2011-01-26,98.672791,16.640000,2.830000,3.290000,0.003863
2011-01-27,98.916328,16.150000,2.830000,3.270000,0.002465
2011-01-28,97.188934,20.040000,2.820000,3.210000,-0.017617
2011-01-31,97.919449,19.530000,2.840000,3.270000,0.007488
2011-02-01,99.487015,17.630000,2.870000,3.330000,0.015882
2011-02-02,99.296806,17.300000,2.850000,3.360000,-0.001914
2011-02-03,99.517464,16.690000,2.870000,3.440000,0.002220
2011-02-04,99.799004,15.930000,2.910000,3.530000,0.002825
2011-02-07,100.422997,16.280000,2.900000,3.520000,0.006233
2011-02-08,100.879570,15.810000,2.890000,3.600000,0.004536
2011-02-09,100.651299,15.870000,2.840000,3.510000,-0.002265
2011-02-10,100.689323,16.090000,2.850000,3.580000,0.000378
2011-02-11,101.290466,15.690000,2.790000,3.520000,0.005953
2011-02-14,101.533966,15.950000,2.750000,3.490000,0.002401
2011-02-15,101.214363,16.370000,2.770000,3.480000,-0.003153
2011-02-16,101.853584,16.720000,2.760000,3.500000,0.006296
2011-02-17,102.157967,16.590000,2.780000,3.490000,0.002984
2011-02-18,102.371048,16.430000,2.810000,3.490000,0.002084
2011-02-22,100.316490,20.800000,2.720000,3.340000,-0.020274
2011-02-23,99.700096,22.130000,2.750000,3.370000,-0.006163
2011-02-24,99.631607,21.320000,2.730000,3.330000,-0.000687
2011-02-25,100.696907,19.220000,2.700000,3.290000,0.010636
2011-02-28,101.320930,18.350000,2.730000,3.270000,0.006178
2011-03-01,99.631607,21.010000,2.750000,3.270000,-0.016814
2011-03-02,99.844658,20.700000,2.770000,3.330000,0.002136
2011-03-03,101.564415,18.600000,2.790000,3.450000,0.017078
2011-03-04,100.803490,19.060000,2.810000,3.370000,-0.007520
2011-03-07,100.012077,20.660000,2.810000,3.400000,-0.007882
2011-03-08,100.887154,19.820000,2.830000,3.450000,0.008712
2011-03-09,100.742577,20.220000,2.780000,3.380000,-0.001434
2011-03-10,98.878281,21.880000,2.720000,3.290000,-0.018679
2011-03-11,99.563080,20.080000,2.760000,3.320000,0.006902
2011-03-14,98.961952,21.130000,2.750000,3.270000,-0.006056
2011-03-15,97.828148,24.320000,2.700000,3.230000,-0.011523
2011-03-16,96.017075,29.400000,2.640000,3.120000,-0.018686
2011-03-17,97.287865,26.370000,2.650000,3.170000,0.013148
2011-03-18,97.641724,24.440000,2.670000,3.210000,0.003631
2011-03-21,99.154953,20.610000,2.670000,3.240000,0.015379
2011-03-22,98.811050,20.210000,2.660000,3.240000,-0.003474
2011-03-23,99.093842,19.170000,2.670000,3.270000,0.002858
2011-03-24,100.041458,18.000000,2.700000,3.330000,0.009517
2011-03-25,100.347206,17.910000,2.670000,3.370000,0.003052
2011-03-28,100.102623,19.440000,2.660000,3.360000,-0.002440
2011-03-29,100.775177,18.160000,2.690000,3.400000,0.006696
2011-03-30,101.470642,17.710000,2.670000,3.370000,0.006877
2011-03-31,101.333084,17.740000,2.670000,3.380000,-0.001357
2011-04-01,101.761055,17.400000,2.660000,3.390000,0.004215
2011-04-04,101.845146,17.500000,2.680000,3.390000,0.000826
2011-04-05,101.829872,17.250000,2.660000,3.430000,-0.000150
2011-04-06,102.150826,16.900000,2.710000,3.500000,0.003147
2011-04-07,101.890999,17.110000,2.770000,3.540000,-0.002547
2011-04-08,101.539482,17.870000,2.760000,3.550000,-0.003456
2011-04-11,101.233749,16.590000,2.740000,3.540000,-0.003016
2011-04-12,100.477097,17.090000,2.750000,3.470000,-0.007502
2011-04-13,100.469482,16.920000,2.740000,3.430000,-0.000076
2011-04-14,100.545906,16.270000,2.740000,3.440000,0.000760
2011-04-15,100.912735,15.320000,2.720000,3.360000,0.003642
2011-04-18,99.781616,16.960000,2.710000,3.330000,-0.011272
2011-04-19,100.354851,15.830000,2.710000,3.330000,0.005728
2011-04-20,101.722847,15.070000,2.740000,3.370000,0.013540
2011-04-21,102.242569,14.690000,2.740000,3.360000,0.005096
2011-04-25,102.135567,15.770000,2.720000,3.320000,-0.001047
2011-04-26,103.014458,15.620000,2.690000,3.270000,0.008568
2011-04-27,103.686996,15.350000,2.740000,3.330000,0.006507
2011-04-28,104.023293,14.620000,2.720000,3.300000,0.003238
2011-04-29,104.267845,14.750000,2.710000,3.280000,0.002348
2011-05-02,104.107330,15.990000,2.700000,3.260000,-0.001541
2011-05-03,103.732849,16.700000,2.670000,3.250000,-0.003604
2011-05-04,103.045029,17.080000,2.650000,3.220000,-0.006653
2011-05-05,102.112625,18.200000,2.600000,3.160000,-0.009090
2011-05-06,102.563560,18.400000,2.620000,3.170000,0.004406
2011-05-09,102.960976,17.160000,2.600000,3.140000,0.003867
2011-05-10,103.839874,15.910000,2.640000,3.200000,0.008500
2011-05-11,102.746964,16.950000,2.630000,3.160000,-0.010581
2011-05-12,103.236092,16.030000,2.650000,3.200000,0.004749
2011-05-13,102.441269,17.070000,2.610000,3.150000,-0.007729
2011-05-16,101.791656,18.240000,2.610000,3.110000,-0.006362
2011-05-17,101.776352,17.550000,2.570000,3.080000,-0.000150
2011-05-18,102.685822,16.230000,2.600000,3.130000,0.008896
2011-05-19,102.930374,15.520000,2.620000,3.120000,0.002379
2011-05-20,102.112625,17.430000,2.600000,3.100000,-0.007976
2011-05-23,100.928024,18.270000,2.580000,3.070000,-0.011669
2011-05-24,100.843979,17.820000,2.560000,3.060000,-0.000833
2011-05-25,101.180206,17.070000,2.590000,3.070000,0.003329
2011-05-26,101.646469,16.090000,2.590000,3.020000,0.004598
2011-05-27,102.036232,15.980000,2.590000,3.020000,0.003827
2011-05-31,103.098518,15.450000,2.600000,2.990000,0.010357
2011-06-01,100.782822,18.300000,2.520000,2.910000,-0.022717
2011-06-02,100.675804,18.090000,2.590000,3.000000,-0.001062
2011-06-03,99.674637,17.950000,2.570000,2.950000,-0.009994
2011-06-06,98.619995,18.490000,2.580000,2.960000,-0.010637
2011-06-07,98.558815,18.070000,2.620000,2.960000,-0.000621
2011-06-08,98.146126,18.790000,2.590000,2.940000,-0.004196
2011-06-09,98.895103,17.770000,2.580000,2.960000,0.007602
2011-06-10,97.519424,18.860000,2.580000,2.940000,-0.014008
2011-06-13,97.595856,19.610000,2.600000,2.950000,0.000783
2011-06-14,98.833954,18.260000,2.660000,3.060000,0.012606
2011-06-15,97.076164,21.320000,2.600000,2.930000,-0.017945
2011-06-16,97.290161,22.730000,2.550000,2.880000,0.002202
2011-06-17,97.580482,21.850000,2.560000,2.900000,0.002980
2011-06-20,98.079720,19.990000,2.590000,2.940000,0.005103
2011-06-21,99.423805,18.860000,2.590000,2.960000,0.013611
2011-06-22,98.824692,18.520000,2.620000,2.990000,-0.006044
2011-06-23,98.540543,19.290000,2.580000,2.920000,-0.002879
2011-06-24,97.396164,21.100000,2.530000,2.860000,-0.011681
2011-06-27,98.264015,20.560000,2.540000,2.930000,0.008871
2011-06-28,99.546692,19.170000,2.570000,3.020000,0.012969
2011-06-29,100.399261,17.270000,2.670000,3.120000,0.008528
2011-06-30,101.359283,16.520000,2.730000,3.150000,0.009517
2011-07-01,102.857002,15.870000,2.720000,3.200000,0.014668
2011-07-05,102.772514,16.060000,2.720000,3.140000,-0.000822
2011-07-06,102.895378,16.340000,2.690000,3.110000,0.001195
2011-07-07,103.962959,15.950000,2.680000,3.140000,0.010322
2011-07-08,103.225647,15.950000,2.630000,3.000000,-0.007117
2011-07-11,101.359283,18.390000,2.570000,2.910000,-0.018246
2011-07-12,100.921478,19.870000,2.550000,2.890000,-0.004329
2011-07-13,101.259415,19.910000,2.550000,2.910000,0.003343
2011-07-14,100.560516,20.800000,2.600000,2.970000,-0.006926
2011-07-15,101.144241,19.530000,2.570000,2.920000,0.005788
2011-07-18,100.314743,20.950000,2.570000,2.920000,-0.008235
2011-07-19,101.943001,19.210000,2.520000,2.880000,0.016101
2011-07-20,101.881569,19.090000,2.560000,2.940000,-0.000603
2011-07-21,103.294739,17.560000,2.630000,2.980000,0.013775
2011-07-22,103.363899,17.520000,2.590000,2.940000,0.000669
2011-07-25,102.787857,19.350000,2.610000,2.980000,-0.005589
2011-07-26,102.403816,20.230000,2.580000,2.920000,-0.003743
2011-07-27,100.307068,22.980000,2.570000,2.930000,-0.020688
2011-07-28,100.015198,23.740000,2.560000,2.910000,-0.002914
2011-07-29,99.331604,25.250000,2.460000,2.720000,-0.006858
2011-08-01,98.909187,23.660000,2.390000,2.670000,-0.004262
2011-08-02,96.382324,24.790000,2.330000,2.600000,-0.025879
2011-08-03,96.904625,23.380000,2.310000,2.620000,0.005404
2011-08-04,92.365433,31.660000,2.200000,2.450000,-0.047974
2011-08-05,92.227180,32.000000,2.300000,2.570000,-0.001498
2011-08-08,86.221069,48.000000,2.130000,2.350000,-0.067340
2011-08-09,90.230278,35.060000,2.010000,2.170000,0.045450
2011-08-10,86.244072,42.990000,1.980000,2.150000,-0.045184
2011-08-11,90.115036,39.000000,2.150000,2.310000,0.043906
2011-08-12,90.721832,36.360000,2.040000,2.220000,0.006711
2011-08-15,92.641945,31.870000,2.100000,2.270000,0.020944
2011-08-16,91.850853,32.850000,2.030000,2.200000,-0.008576
2011-08-17,91.912300,31.580000,1.980000,2.160000,0.000669
2011-08-18,87.949181,42.670000,1.880000,2.070000,-0.044076
2011-08-19,86.512917,43.050000,1.870000,2.050000,-0.016465
2011-08-22,86.582016,42.440000,1.880000,2.090000,0.000798
2011-08-23,89.431511,36.270000,1.930000,2.140000,0.032381
2011-08-24,90.691093,35.900000,2.060000,2.270000,0.013986
2011-08-25,89.308594,39.760000,2.010000,2.220000,-0.015361
2011-08-26,90.606613,35.590000,1.990000,2.180000,0.014429
2011-08-29,93.210304,32.280000,2.080000,2.260000,0.028331
2011-08-30,93.456078,32.890000,1.990000,2.180000,0.002633
2011-08-31,93.870811,31.620000,2.030000,2.210000,0.004428
2011-09-01,92.887711,31.820000,1.960000,2.130000,-0.010528
2011-09-02,90.514442,33.920000,1.820000,2.000000,-0.025882
2011-09-06,89.853943,37.000000,1.770000,1.960000,-0.007324
2011-09-07,92.388474,33.380000,1.840000,2.030000,0.027817
2011-09-08,91.428421,34.320000,1.810000,1.980000,-0.010446
2011-09-09,89.032112,38.520000,1.760000,1.920000,-0.026559
2011-09-12,89.608139,38.590000,1.730000,1.930000,0.006449
2011-09-13,90.429939,36.910000,1.790000,1.990000,0.009129
2011-09-14,91.681885,34.600000,1.840000,2.020000,0.013749
2011-09-15,93.264061,31.970000,1.880000,2.080000,0.017110
